Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR21096820,CFZ-DOX-GEN,WGS,297,485322530,PRJNA756559,SAMN27524855,Pathogen.cl,209536016,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110531,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02269,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFII(pRSB107),ILLUMINA,2022-08-17T00:00:00Z,N18-02269,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096821,AMP-GEN-SSS-SXT,WGS,300,364927731,PRJNA756559,SAMN27525070,Pathogen.env,160902961,NML,NML,31/07/2016,public,"realign,fastq,sra,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110530,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03783,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, IncI2",ILLUMINA,2022-08-17T00:00:00Z,N18-03783,1594,SRP378977,155,,
SRR21096822,DOX-GEN-SXT,WGS,295,374457176,PRJNA756559,SAMN27524873,Pathogen.cl,174301563,NML,NML,31/07/2017,public,"fastq,realign,sra,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110529,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-03368,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), ColpVC, IncB/O/K/Z, IncFIA, IncFIB(AP001918), IncI1, IncX4, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03368,2705,SRP378977,162,E. coli gastroenteritis,Homo sapiens
SRR21096823,GEN-STR-SSS-SXT-TET,WGS,300,430892356,PRJNA756559,SAMN27525047,Pathogen.env,190558901,NML,NML,31/07/2014,public,"sra,realign,fastq,wgmlst_sig","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110528,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03755,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03755,117,SRP378977,48,,
SRR21096824,CIP-GEN-MXF,WGS,296,491248473,PRJNA756559,SAMN27524799,Pathogen.cl,211663107,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,sra,realign","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110527,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02213,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02213,131,SRP378977,Undetermined,E. coli gastroenteritis,Homo sapiens
SRR21096825,CIP-GEN-MXF,WGS,298,350463970,PRJNA756559,SAMN27524788,Pathogen.cl,156366655,NML,NML,31/07/2014,public,"sra,realign,fastq,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110526,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02202,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107), IncI1, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-02202,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096826,GEN-NAL-STR-SSS-TET,WGS,300,438629062,PRJNA756559,SAMN27525066,Pathogen.env,193145591,NML,NML,31/07/2016,public,"realign,fastq,wgmlst_sig,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110525,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03779,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03779,101,SRP378977,457,,
SRR21096827,CIP-GEN-MXF,WGS,298,439108633,PRJNA756559,SAMN27524837,Pathogen.cl,195054727,NML,NML,31/07/2016,public,"realign,fastq,wgmlst_sig,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110524,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02251,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02251,617,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096828,AMP-GEN-STR-SSS-TET,WGS,300,393641600,PRJNA756559,SAMN27525007,Pathogen.env,174144446,NML,NML,31/07/2015,public,"realign,wgmlst_sig,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110523,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03559,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03559,328,SRP378977,48,,
SRR21096829,CIP-DOX-GEN-MXF-SXT,WGS,298,330160563,PRJNA756559,SAMN27524797,Pathogen.cl,146858537,NML,NML,31/07/2014,public,"realign,wgmlst_sig,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110522,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N18-02211,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFII(pRSB107), IncI, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-02211,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096830,AMC-AMP-CHL-FOX-CRO-GEN-STR-SSS-TET,WGS,300,453549721,PRJNA756559,SAMN27524990,Pathogen.env,201228792,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,realign,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110521,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03542,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), IncHI2, IncHI2A",ILLUMINA,2022-08-17T00:00:00Z,N18-03542,1968,SRP378977,542,,
SRR21096831,GEN-STR-SSS-TET,WGS,297,440415234,PRJNA756559,SAMN27524751,Pathogen.env,203148244,NML,NML,31/07/2017,public,"wgmlst_sig,sra,fastq,realign","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110520,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01438,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncI1,ILLUMINA,2022-08-17T00:00:00Z,N18-01438,131,SRP378977,1946,,
SRR21096832,GEN-STR-SSS-TET,WGS,300,410373993,PRJNA756559,SAMN27525056,Pathogen.env,180371055,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110519,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03769,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03769,192,SRP378977,162,,
SRR21096833,GEN-STR-SSS,WGS,300,437817315,PRJNA756559,SAMN27525045,Pathogen.env,194495797,NML,NML,31/07/2014,public,"sra,fastq,wgmlst_sig,realign","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110518,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03753,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03753,679,SRP378977,93,,
SRR21096834,GEN-MXF,WGS,300,563325222,PRJNA756559,SAMN27524829,Pathogen.cl,251189042,NML,NML,31/07/2015,public,"sra,realign,wgmlst_sig,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110517,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02243,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(29), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-02243,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096835,AMC-ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,295,365006528,PRJNA756559,SAMN27524872,Pathogen.cl,170754897,NML,NML,31/07/2017,public,"realign,wgmlst_sig,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110516,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-03367,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03367,101,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096836,GEN-STR-SSS-TET,WGS,298,238602649,PRJNA756559,SAMN27524722,Pathogen.env,106446185,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110515,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01243,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFII, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01243,117,SRP378977,302,,
SRR21096837,AMP-GEN-STR-TET,WGS,300,526501310,PRJNA756559,SAMN27524741,Pathogen.env,233249342,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110514,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01403,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(pLF82), IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01403,131,SRP378977,Undetermined,,
SRR21096838,CIP-DOX-GEN-MXF-TOB,WGS,296,333488717,PRJNA756559,SAMN27524907,Pathogen.cl,157235175,NML,NML,31/07/2017,public,"realign,wgmlst_sig,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110513,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03402,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03402,1564,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096839,GEN-MXF-TOB-SXT,WGS,298,264592781,PRJNA756559,SAMN27524849,Pathogen.cl,118311076,NML,NML,31/07/2016,public,"realign,fastq,sra,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110512,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02263,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02263,648,SRP378977,5150,E. coli gastroenteritis,Homo sapiens
SRR21096840,GEN-STR-SSS-TET,WGS,300,386134319,PRJNA756559,SAMN27525000,Pathogen.env,170870156,NML,NML,31/07/2014,public,"wgmlst_sig,sra,fastq,realign","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110511,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03552,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03552,1564,SRP378977,117,,
SRR21096841,CIP-DOX-GEN-MXF-SXT,WGS,298,341437988,PRJNA756559,SAMN27524785,Pathogen.cl,152634351,NML,NML,30/07/2014,public,"wgmlst_sig,sra,fastq,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110510,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,human,Not collected,N18-02199,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFII(pRSB107), IncI, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-02199,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096842,AMP-GEN-STR-SSS-SXT-TET,WGS,300,439277673,PRJNA756559,SAMN27524993,Pathogen.env,194961566,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110509,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03545,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFIB(pLF82), IncI1, IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-03545,10,SRP378977,4550,,
SRR21096843,GEN-STR-SSS,WGS,299,543319432,PRJNA756559,SAMN27524740,Pathogen.env,253480742,NML,NML,31/07/2017,public,"sra,fastq,wgmlst_sig,realign","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110508,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01402,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01402,131,SRP378977,4253,,
SRR21096844,DOX-GEN-MXF-TGC-SXT,WGS,299,232508080,PRJNA756559,SAMN27524828,Pathogen.cl,104736504,NML,NML,31/07/2015,public,"realign,wgmlst_sig,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110507,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02242,PAIRED,RANDOM,GENOMIC,Escherichia coli,Col156,ILLUMINA,2022-08-17T00:00:00Z,N18-02242,131,SRP378977,69,E. coli gastroenteritis,Homo sapiens
SRR21096845,GEN-STR-SSS-SXT,WGS,299,394661937,PRJNA756559,SAMN27525031,Pathogen.env,174927785,NML,NML,31/07/2016,public,"sra,wgmlst_sig,realign,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110506,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03583,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, ColpVC, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03583,23,SRP378977,295,,
SRR21096846,GEN-STR-SSS,WGS,300,414217882,PRJNA756559,SAMN27524682,Pathogen.env,185434867,NML,NML,31/07/2017,public,"realign,fastq,wgmlst_sig,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110505,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01152,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01152,131,SRP378977,101,,
SRR21096847,AMP-GEN,WGS,300,409793808,PRJNA756559,SAMN27525030,Pathogen.env,182953619,NML,NML,31/07/2016,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110504,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03582,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03582,1137,SRP378977,9862,,
SRR21096848,AMP-GEN,WGS,300,546059329,PRJNA756559,SAMN27524764,Pathogen.env,255203066,NML,NML,31/07/2017,public,"sra,wgmlst_sig,fastq,realign","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110503,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01486,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-01486,38,SRP378977,5459,,
SRR21096849,GEN-STR-SSS-TET,WGS,296,381259795,PRJNA756559,SAMN27524910,Pathogen.env,178946344,NML,NML,31/07/2014,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110502,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03462,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03462,Undetermined,SRP378977,2073,,
SRR21096850,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,448966859,PRJNA756559,SAMN27524701,Pathogen.env,199259940,NML,NML,31/07/2017,public,"wgmlst_sig,sra,realign,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110501,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01195,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(pHN7A8), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01195,155,SRP378977,155,,
SRR21096851,AMP-GEN-STR-SSS-SXT-TET,WGS,300,526582350,PRJNA756559,SAMN27525003,Pathogen.env,234176801,NML,NML,31/07/2015,public,"wgmlst_sig,realign,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110500,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03555,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03555,189,SRP378977,38,,
SRR21096852,CFZ-FOX-CIP-GEN-MXF,WGS,298,302034915,PRJNA756559,SAMN27524833,Pathogen.cl,135109339,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110499,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02247,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02247,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096853,GEN-STR-SSS,WGS,300,336931469,PRJNA756559,SAMN27524956,Pathogen.env,152521307,NML,NML,31/07/2016,public,"fastq,sra,wgmlst_sig,realign","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110498,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03508,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03508,2073,SRP378977,101,,
SRR21096854,AMC-AMP-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,300,508764153,PRJNA756559,SAMN27524984,Pathogen.env,228204744,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110497,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03536,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncHI2, IncHI2A, IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03536,641,SRP378977,2614,,
SRR21096855,GEN,WGS,299,231130121,PRJNA756559,SAMN27524850,Pathogen.cl,103930974,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110496,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02264,PAIRED,RANDOM,GENOMIC,Escherichia coli,Col156,ILLUMINA,2022-08-17T00:00:00Z,N18-02264,131,SRP378977,10,E. coli gastroenteritis,Homo sapiens
SRR21096856,GEN-STR-SSS,WGS,299,375749993,PRJNA756559,SAMN27524673,Pathogen.env,167565528,NML,NML,31/07/2017,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110495,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01137,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, Col8282, ColpVC",ILLUMINA,2022-08-17T00:00:00Z,N18-01137,131,SRP378977,4243,,
SRR21096857,GEN-STR-SSS,WGS,299,534860301,PRJNA756559,SAMN27524735,Pathogen.env,249770180,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110494,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01267,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-01267,542,SRP378977,69,,
SRR21096858,AMP-GEN-STR-SSS-SXT-TET,WGS,300,403851275,PRJNA756559,SAMN27524670,Pathogen.env,180636573,NML,NML,31/07/2017,public,"sra,wgmlst_sig,fastq,realign","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110493,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01131,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII, IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01131,131,SRP378977,1140,,
SRR21096859,GEN-STR-SSS-SXT,WGS,299,1669572517,PRJNA756559,SAMN27524726,Pathogen.env,759979998,NML,NML,31/07/2017,public,"wgmlst_sig,sra,fastq,realign","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110492,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01248,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-01248,101,SRP378977,57,,
SRR21096860,AMC-CFZ-CIP-GEN-MXF-TZP,WGS,296,464841342,PRJNA756559,SAMN27524875,Pathogen.cl,217683181,NML,NML,31/07/2017,public,"realign,fastq,wgmlst_sig,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110491,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03370,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107), IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-03370,101,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096861,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,373392178,PRJNA756559,SAMN27524698,Pathogen.env,165668748,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110490,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01180,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(pHN7A8), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01180,117,SRP378977,155,,
SRR21096862,ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB,WGS,296,350940662,PRJNA756559,SAMN27524861,Pathogen.cl,164929045,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110489,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-03356,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03356,155,SRP378977,2279,E. coli gastroenteritis,Homo sapiens
SRR21096863,GEN-STR-SSS-TET,WGS,300,317184380,PRJNA756559,SAMN27524690,Pathogen.env,142969057,NML,NML,31/07/2017,public,"wgmlst_sig,sra,realign,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110488,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01169,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncFII(pHN7A8), IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-01169,405,SRP378977,191,,
SRR21096864,ATM-CFZ-FEP-CAZ-CRO-CIP-DOX-GEN-MXF-TOB-SXT,WGS,297,417430018,PRJNA756559,SAMN27524881,Pathogen.cl,195533781,NML,NML,31/07/2017,public,"fastq,realign,sra,wgmlst_sig","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110487,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03376,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03376,57,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR21096865,AMK-CFZ-FOX-CIP-DOX-GEN-MXF-NIT-TOB-SXT,WGS,295,352923745,PRJNA756559,SAMN27524863,Pathogen.cl,165839534,NML,NML,31/07/2017,public,"wgmlst_sig,sra,fastq,realign","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110486,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03358,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncFII",ILLUMINA,2022-08-17T00:00:00Z,N18-03358,155,SRP378977,101,E. coli gastroenteritis,Homo sapiens
SRR21096866,AMC-AMP-CHL-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,295,394248281,PRJNA756559,SAMN27524921,Pathogen.env,185606365,NML,NML,31/07/2014,public,"fastq,realign,wgmlst_sig,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110485,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03473,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-03473,205,SRP378977,973,,
SRR21096867,AMC-AMP-CRO-FOX-GEN-STR-SSS-TET-TIO,WGS,300,458691460,PRJNA756559,SAMN27524939,Pathogen.env,218602195,NML,NML,31/07/2015,public,"realign,wgmlst_sig,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110484,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03491,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIC(FII), IncI1, IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03491,2001,SRP378977,665,,
