Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_Source,Sample ID,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Dataset,Sample_type,ST,ampicillin_MIC,ampicillin_RIS,ampicillin_genotypic_prediction_v.1,pbp5,vancomycin_MIC,vancomycin_RIS,vancomycin_genotypic_prediction,VanA_depth,VanA_diffs,VanH.Pt_depth,VanX_depth,VanX_diffs,VanY.A_depth,VanY.A_diffs,VanR.A_depth,VanS.A_depth,VanB_depth,VanB_diffs,VanH.B_depth,VanX.B_depth,VanY.B_depth,VanR.B_depth,VanS.B_depth,gentamicin.high.level_RIS,gentamicin_genotypic_prediction,Aac6.Aph2_depth,Aac6.Aph2_diffs,Aph3..Ia_depth,Aph3..Ia_diffs,Aph3.III_depth,Aph3.III_diffs,Aac6.Ii_depth,Aac6.Ii_diffs,Ant6.Ia_depth,Ant6.Ia_diffs,ciprofloxacin_MIC,ciprofloxacin_RIS,ciprofloxacin_genotypic_prediction,levofloxacin_MIC,levofloxacin_RIS,levofloxacin_genotypic_prediction,gyrA 84,parC 82,tetracycline_MIC,tetracycline_RIS,tetracycline_genotypic_prediction,doxycycline_MIC,doxycycline_RIS,doxycycline_genotypic_prediction_v.1,TetL_depth,TetL_diffs,TetM_depth,TetM_diffs,TetS_depth,TetS_diffs,TetU_depth,TetU_diffs,linezolid_MIC,linezolid_RIS,linezolid_genotypic_prediction,23S_G2576T_AlleleFraction,poxtA,cfrB
SRR16347191,WGS,287,307460585,PRJNA771404,SAMN22135298,"Microbe\, viral or environmental",121121133,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624686,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-361,rectal,Efm-216,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-216,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,89.924,1snp,114.734,97.407,34snp,164.692,0 snps,105.171,126.853,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,111.358,0 snps,46.353,2snp,155.915,1indel13holes,8,R,R,8,R,R,R,R,16,R,R,16,R,R,65.104,1snp34holes,51.828,52snp32holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347192,WGS,291,612523729,PRJNA771404,SAMN22135297,"Microbe\, viral or environmental",230241437,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624685,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-941,blood,Efm-215,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-215,Isolate,SRP341454,not available,Validation,blood,18,32,R,R,485A,32,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.154,1snp,87.219,93.116,78.146,104.949,113.055,S,S,NA,NA,NA,NA,334.715,0 snps,116.296,2snp,415.044,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347193,WGS,288,284527080,PRJNA771404,SAMN22135296,"Microbe\, viral or environmental",108350125,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624684,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8566,urine,Efm-214,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-214,Isolate,SRP341454,not available,Validation,urine,2059,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,59.904,9snp,NA,NA,0.5,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347194,WGS,289,428483068,PRJNA771404,SAMN22135295,"Microbe\, viral or environmental",162638912,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624683,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-14373,rectal,Efm-213,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-213,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,165.119,1snp,233.729,178,34snp,298.97,0 snps,221.376,222.297,NA,NA,NA,NA,NA,NA,NA,S,S,187.55,129holes,NA,NA,213.132,0 snps,69.227,2snp,296.258,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,82.089,1snp34holes,150.322,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347195,WGS,287,457572566,PRJNA771404,SAMN22135294,"Microbe\, viral or environmental",180426785,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624682,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-21401,rectal,Efm-212,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-212,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,129.357,1snp,185.67,145.825,34snp,268.732,0 snps,182.062,198.383,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,157.763,0 snps,78.635,2snp,252.584,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,117.371,1snp34holes,87.667,54snp1indel43holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347196,WGS,290,1329939761,PRJNA771404,SAMN22135293,"Microbe\, viral or environmental",489665611,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624681,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-1130,urine,Efm-211,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-211,Isolate,SRP341454,not available,Validation,urine,32,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,326.949,1snp,NA,NA,1,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347197,WGS,262,1241210445,PRJNA771404,SAMN22135104,"Microbe\, viral or environmental",562441861,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624680,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-11545,pleural fluid,Efm-22,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-22,Isolate,SRP341454,not available,Derivation,pleural fluid,412,32,R,R,485A,32,R,R,677.433,1snp,897.938,728.428,34snp,1083.809,0 snps,659.636,937.506,NA,NA,NA,NA,NA,NA,NA,S,S,547.795,129holes,NA,NA,793.991,0 snps,251.575,2snp,1176.186,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,338.118,1snp34holes,620.375,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347198,WGS,287,198798934,PRJNA771404,SAMN22135292,"Microbe\, viral or environmental",77725395,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624679,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-1172,rectal,Efm-210,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-210,Isolate,SRP341454,not available,Validation,rectal,750,32,R,R,485A,32,R,R,70.699,1snp,78.859,62.831,34snp,101.191,0 snps,74.951,82.308,NA,NA,NA,NA,NA,NA,NA,S,S,73.296,129holes,NA,NA,75.747,0 snps,27.209,2snp,108.721,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,39.949,44snp85holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347199,WGS,286,316467389,PRJNA771404,SAMN22135291,"Microbe\, viral or environmental",126836133,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624678,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-12968,urine,Efm-209,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-209,Isolate,SRP341454,not available,Validation,urine,18,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,101.266,0 snps,NA,NA,47.552,0 snps,37.691,2snp,206.413,0 snps,2,I,S,2,S,S,S,S,16,R,R,16,R,R,244.319,0 snps,231.897,36snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347200,WGS,287,382037349,PRJNA771404,SAMN22135290,"Microbe\, viral or environmental",147736433,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624677,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-16366,blood,Efm-208,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-208,Isolate,SRP341454,not available,Validation,blood,94,2,S,S,485M,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,71.147,9snp,NA,NA,0.5,S,S,1,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347201,WGS,287,357627267,PRJNA771404,SAMN22135289,"Microbe\, viral or environmental",137508401,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624676,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-9149,"fluid\,peritoneal fluid",Efm-207,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-207,Isolate,SRP341454,not available,Validation,"fluid,peritoneal fluid",736,32,R,R,485A,32,R,R,104.997,1snp,136.737,111.825,34snp,204.205,0 snps,118.661,141.564,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,117.994,0 snps,48.507,2snp,176.615,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,67.243,2snp34holes,63.915,48snp73holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347202,WGS,286,262396060,PRJNA771404,SAMN22135288,"Microbe\, viral or environmental",105532094,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624675,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-7363,blood,Efm-206,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-206,Isolate,SRP341454,not available,Validation,blood,18,32,R,R,485A,32,R,R,36.574,1snp,59.066,48.131,34snp,72.137,1snp,47.636,51.382,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,44.196,2snp,70.178,0 snps,8,R,R,8,R,R,Y,R,16,R,R,4,S,R,NA,NA,56.834,43snp1indel85holes,NA,NA,NA,NA,2,S,S,0.162650602,NA,NA
SRR16347203,WGS,287,313016108,PRJNA771404,SAMN22135287,"Microbe\, viral or environmental",123109856,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624674,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-5605,stool,Efm-205,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-205,Isolate,SRP341454,not available,Validation,stool,736,32,R,R,485A,32,R,R,86.633,1snp,115.082,89.184,34snp,168.863,0 snps,114.377,134.46,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,118.142,0 snps,55.753,2snp,176.441,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,67.063,1snp34holes,66.536,58snp44holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347204,WGS,286,290820007,PRJNA771404,SAMN22135286,"Microbe\, viral or environmental",115454741,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624673,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8833,rectal,Efm-204,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-204,Isolate,SRP341454,not available,Validation,rectal,761,32,R,R,485A,32,R,R,63.881,0 snps,102.668,66.43,34snp,117.849,1indel,97.215,116.446,NA,NA,NA,NA,NA,NA,NA,R,R,528.829,2snp,NA,NA,115.083,0 snps,36.96,2snp,167.941,0 snps,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,58.624,1snp34holes,55.806,40snp145holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347205,WGS,286,304283524,PRJNA771404,SAMN22135285,"Microbe\, viral or environmental",122855225,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624672,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-7454,pleural fluid,Efm-203,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-203,Isolate,SRP341454,not available,Validation,pleural fluid,412,32,R,R,485A,32,R,R,73.861,1snp,89.42,63.143,34snp,117.449,0 snps,83.095,89.196,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,34.398,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,57.362,1snp34holes,90.954,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347206,WGS,287,330872824,PRJNA771404,SAMN22135284,"Microbe\, viral or environmental",128549738,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624671,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-944,rectal,Efm-202,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-202,Isolate,SRP341454,not available,Validation,rectal,18,32,R,R,485A,32,R,R,118.546,1snp,165.33,137.792,34snp,223.673,1snp,155.451,165.317,NA,NA,NA,NA,NA,NA,NA,S,S,133.495,129holes,NA,NA,147.464,1snp,47.595,2snp,215.673,0 snps,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,NA,NA,83.162,44snp1indel78holes,NA,NA,767.859,3snp,2,S,S,0,NA,NA
SRR16347207,WGS,286,324130099,PRJNA771404,SAMN22135283,"Microbe\, viral or environmental",126355919,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624670,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-14107,rectal,Efm-201,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-201,Isolate,SRP341454,not available,Validation,rectal,18,32,R,R,485A,32,R,R,79.057,1snp,117.268,94.51,34snp,161.623,1snp,102.993,116.212,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,46.096,2snp,167.713,0 snps,8,R,R,8,R,R,Y,R,1,S,R,0.5,S,R,NA,NA,67.775,46snp1indel59holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347208,WGS,263,656287389,PRJNA771404,SAMN22135103,"Microbe\, viral or environmental",289017167,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624669,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-15749,ascitic fluid,Efm-21,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-21,Isolate,SRP341454,not available,Derivation,ascitic fluid,772,32,R,R,485A,32,R,R,502.364,1snp,513.629,451.848,34snp,558.14,0 snps,435.727,544.02,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,542.127,65holes,165.858,2snp,558.068,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,139.34,1snp34holes,246.743,17snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347209,WGS,251,220097130,PRJNA771404,SAMN22135085,"Microbe\, viral or environmental",101545229,MASSACHUSETTS GENERAL HOSPITAL,2016-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624668,USA,North America,USA: Boston,Homo sapiens,Illumina MiSeq,P-3292,rectal,Efm-3,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-3,Isolate,SRP341454,not available,Derivation,rectal,18,32,R,R,485A,32,R,R,118.779,1snp,139.408,121.559,34snp,141.518,1snp,146.681,144.14,NA,NA,NA,NA,NA,NA,NA,S,S,55.059,129holes,NA,NA,NA,NA,67.864,2snp,147.316,0 snps,8,R,R,8,R,R,Y,R,16,R,R,4,S,R,NA,NA,60.808,43snp1indel97holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347210,WGS,286,449108544,PRJNA771404,SAMN22135282,"Microbe\, viral or environmental",176537374,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624667,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-14806,urine,Efm-200,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-200,Isolate,SRP341454,not available,Validation,urine,18,32,R,R,485A,32,R,R,110.202,1snp,156.961,135.992,34snp,238.253,1snp,139.679,181.571,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,69.895,2snp,226.812,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,128.93,46snp1indel57holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347211,WGS,224,62852723,PRJNA771404,SAMN22135281,"Microbe\, viral or environmental",31209295,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624666,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-349,groin,Efm-199,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-199,Isolate,SRP341454,not available,Validation,groin,18,32,R,R,485A,32,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.202,1snp,8.484,11.898,13.902,10.157,11.981,S,S,NA,NA,NA,NA,42.499,0 snps,11.256,2snp,46.474,0 snps,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,12.254,1snp34holes,10.845,47snp81holes,NA,NA,NA,NA,8,R,R,0.459459459,NA,NA
SRR16347212,WGS,226,100381630,PRJNA771404,SAMN22135280,"Microbe\, viral or environmental",50033732,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624665,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-1226,"abdominal\, fluid",Efm-198,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-198,Isolate,SRP341454,not available,Validation,"abdominal, fluid",18,32,R,R,485A,32,R,R,35.745,1snp,41.806,44.121,34snp,69.078,0 snps,27.41,46.16,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,20.16,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,NA,NA,102.922,19snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347213,WGS,285,312050943,PRJNA771404,SAMN22135279,"Microbe\, viral or environmental",127254093,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624664,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-15860,pleural fluid,Efm-197,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-197,Isolate,SRP341454,not available,Validation,pleural fluid,18,32,R,R,485A,32,R,R,72.144,1snp,95.466,69.154,34snp,124.375,1snp,87.232,100.478,NA,NA,NA,NA,NA,NA,NA,S,S,107.989,129holes,NA,NA,NA,NA,39.515,2snp,103.98,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,63.258,49snp1indel25holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347214,WGS,288,512111948,PRJNA771404,SAMN22135278,"Microbe\, viral or environmental",196176120,MASSACHUSETTS GENERAL HOSPITAL,2018-02,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624663,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-12412,rectal,Efm-196,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-196,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,175.954,1snp,256.531,202.644,34snp,380.127,0 snps,222.704,258.42,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,240.686,0 snps,81.422,2snp,356.002,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,120.545,1snp34holes,99.404,60snp21holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347215,WGS,289,345242416,PRJNA771404,SAMN22135277,"Microbe\, viral or environmental",131537835,MASSACHUSETTS GENERAL HOSPITAL,2018-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624662,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-10930,rectal,Efm-195,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-195,Isolate,SRP341454,not available,Validation,rectal,750,32,R,R,485A,32,R,R,116.073,1snp,154.866,149.69,34snp,230.595,0 snps,156.703,180.484,NA,NA,NA,NA,NA,NA,NA,S,S,126.37,129holes,NA,NA,NA,NA,60.782,2snp,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,73.783,1snp34holes,143.095,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347216,WGS,288,326166009,PRJNA771404,SAMN22135276,"Microbe\, viral or environmental",124625685,MASSACHUSETTS GENERAL HOSPITAL,2018-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624661,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-141,stool,Efm-194,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-194,Isolate,SRP341454,not available,Validation,stool,17,32,R,R,485A,32,R,R,77.379,1snp,123.858,95.226,34snp,168.286,1snp,114.791,118.216,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,105.546,1snp,49.647,2snp,168.165,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,NA,NA,74.816,43snp1indel87holes,NA,NA,1137.806,3snp,NA,NA,S,0,NA,NA
SRR16347217,WGS,287,457623956,PRJNA771404,SAMN22135275,"Microbe\, viral or environmental",178311660,MASSACHUSETTS GENERAL HOSPITAL,2018-01,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624660,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-10080,rectal,Efm-193,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-193,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,183.484,1snp,289.523,229.789,34snp,400.926,0 snps,241.851,313.734,NA,NA,NA,NA,NA,NA,NA,S,S,261.713,129holes,NA,NA,245.894,0 snps,65.022,2snp,402.513,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,98.133,1snp34holes,179.846,15snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347218,WGS,269,293767090,PRJNA771404,SAMN22135274,"Microbe\, viral or environmental",128839964,MASSACHUSETTS GENERAL HOSPITAL,2018-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX12624659,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-8413,"wound\, sacral",Efm-192,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-192,Isolate,SRP341454,not available,Validation,"wound, sacral",640,16,R,S,"485M, 466'D",1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,45.349,2snp2holes,NA,NA,1,S,S,2,S,S,S,S,16,R,R,16,R,R,239.639,0 snps,204.917,85snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347219,WGS,285,334469850,PRJNA771404,SAMN22135273,"Microbe\, viral or environmental",131781939,MASSACHUSETTS GENERAL HOSPITAL,2018-01,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624658,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-2950,rectal,Efm-191,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-191,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,72.912,1snp,121.082,87.343,34snp,169.597,0 snps,92.567,126.366,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,108.487,0 snps,43.009,2snp,171.515,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,71.955,1snp34holes,61.87,45snp2indel71holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347220,WGS,262,606304688,PRJNA771404,SAMN22135102,"Microbe\, viral or environmental",270450190,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624657,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-2495,"hip\,tissue",Efm-20,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-20,Isolate,SRP341454,not available,Derivation,"hip,tissue",18,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,148.297,129holes,NA,NA,304.668,1snp,148.464,2snp,338.824,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,136.557,54snp1indel,NA,NA,1368.245,3snp,2,S,S,0,NA,NA
