Assembly,Level,WGS,BioSample,Strain,Taxonomy,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
GCA_013195665.1,Contig,JABLKN000000000,SAMN14933289,TMW_SS109,Streptococcus suis,11,RCUK_APHA,NON-CLINICAL,NA,Pig,2015,8,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013195655.1,Contig,JABLMM000000000,SAMN14933340,635_6B,Streptococcus suis,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,0.03,4,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013195635.1,Contig,JABLOP000000000,SAMN14933395,784_16B,Streptococcus suis,21,RCUK_UK,NON-CLINICAL,NA,Pig,2013,2,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.12,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.06,0.06,1,1,yes,yes,yes,no,no,yes
GCA_013195595.1,Contig,JABLON000000000,SAMN14933393,784_10B,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,6,Pig,2013,0.06,4,1,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.25,0.03,no,no,no,no,no,no
GCA_013195575.1,Contig,JABLPN000000000,SAMN14933419,876_20A,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,0.03,2,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,16,8,no,yes,no,no,no,no,no,no,no,yes,no,32,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,0.008,0.25,0.03,no,no,no,no,no,no
GCA_013195565.1,Contig,JABLPO000000000,SAMN14933420,876_21B,Streptococcus suis,10,RCUK_UK,NON-CLINICAL,30,Pig,2013,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013195555.1,Contig,JABLPM000000000,SAMN14933418,876_1A,Streptococcus suis,10,RCUK_UK,NON-CLINICAL,15,Pig,2013,0.015,8,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,1,no,0.03,0.008,0.06,0.03,no,no,no,no,no,no
GCA_013195535.1,Contig,JABLPP000000000,SAMN14933421,876_2A,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,9,Pig,2013,0.03,2,1,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,yes,no,no,no,no,no,no,no,yes,no,8,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013195475.1,Contig,JABLPR000000000,SAMN14933423,876_6C,Streptococcus suis,9,RCUK_UK,NON-CLINICAL,10,Pig,2013,0.03,4,1,8,8,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,2,0.25,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013195455.1,Contig,JABLNW000000000,SAMN14933376,684_5B,Streptococcus suis,10,RCUK_UK,NON-CLINICAL,28,Pig,2013,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,1,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
GCA_013195445.1,Contig,JABLPY000000000,SAMN14933430,BM191a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,4,0.25,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,0.5,0.063,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195465.1,Contig,JABLQA000000000,SAMN14933432,BM198a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,2,1024,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,1,1,no,no,no,128,4,no,yes,yes,no,no,no,no,no,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195435.1,Contig,JABLPQ000000000,SAMN14933422,876_3B,Streptococcus suis,21,RCUK_UK,NON-CLINICAL,29,Pig,2013,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,16,yes,yes,no,no,2,no,0.03,0.06,0.5,0.5,yes,no,yes,no,no,no
GCA_013195385.1,Contig,JABLPH000000000,SAMN14933413,784_8B,Streptococcus suis,8,RCUK_UK,NON-CLINICAL,16,Pig,2013,0.015,4,0.5,0.06,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013195365.1,Contig,JABLQC000000000,SAMN14933434,BM209a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,32,0.5,128,0.5,1,yes,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,0.5,0.031,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,yes,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195375.1,Contig,JABLPZ000000000,SAMN14933431,BM197a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.03,1,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,0.5,0.063,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195345.1,Contig,JABLPT000000000,SAMN14933425,01ZN-TG183,Streptococcus suis,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,0.015,2,0.25,0.25,0.5,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,16,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195335.1,Contig,JABLQB000000000,SAMN14933433,BM203a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,1,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195315.1,Contig,JABLLU000000000,SAMN14933322,270_6A,Streptococcus suis,9,RCUK_UK,NON-CLINICAL,4,Pig,2013,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,yes,no,no,no,2,yes,yes,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
GCA_013195285.1,Contig,JABLQE000000000,SAMN14933436,BM213a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,2,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,16,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195265.1,Contig,JABLQD000000000,SAMN14933435,BM211a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,1,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,128,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195245.1,Contig,JABLQG000000000,SAMN14933438,BM224C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.015,4,0.25,0.125,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,yes,no,no,no,0.06,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195235.1,Contig,JABLQF000000000,SAMN14933437,BM216a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.015,4,0.25,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,0.5,0.031,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195215.1,Contig,JABLQH000000000,SAMN14933439,BM228C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,4,1024,256,1,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,128,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,yes,no,no,yes,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195185.1,Contig,JABLQI000000000,SAMN14933440,BM231a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.015,2,0.25,0.5,1,no,no,no,no,no,no,no,no,no,no,1,1,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195165.1,Contig,JABLPW000000000,SAMN14933428,BM178a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,2,0.25,0.25,0.5,no,no,no,no,no,no,no,no,no,no,2,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,2,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195155.1,Contig,JABLPG000000000,SAMN14933412,784_7B,Streptococcus suis,9,RCUK_UK,NON-CLINICAL,9,Pig,2013,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,0.12,1,0.25,yes,yes,yes,no,no,no
GCA_013195135.1,Contig,JABLQJ000000000,SAMN14933441,BM237a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.03,2,256,0.25,0.5,yes,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,32,8,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,yes,no,no,no,0.125,no,no,no,no,1,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195115.1,Contig,JABLQK000000000,SAMN14933442,BM241a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.015,1,0.125,0.06,0.5,yes,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,32,8,no,yes,yes,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195085.1,Contig,JABLPV000000000,SAMN14933427,01ZN-TG189,Streptococcus suis,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,0.015,1,0.25,0.25,0.5,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195055.1,Contig,JABLQL000000000,SAMN14933443,BM251C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,16,1024,256,128,1,yes,no,no,no,no,no,no,no,no,no,4,0.5,no,no,no,128,4,no,yes,yes,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,4,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195045.1,Contig,JABLPU000000000,SAMN14933426,01ZN-TG187,Streptococcus suis,4,Lola_Vietnam,SYS-OTHER,2,Pig,NA,0.015,2,0.25,0.25,0.5,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,64,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013195035.1,Contig,JABLQM000000000,SAMN14933444,BM253a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,0.015,0.5,0.125,0.125,0.5,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,4,no,yes,no,no,no,no,no,yes,no,no,no,2,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,0.25,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013195015.1,Contig,JABLPX000000000,SAMN14933429,BM190a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2000,0.015,2,0.25,0.125,1,no,no,no,no,no,no,no,no,no,no,0.5,0.25,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,8,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.008,0.125,0.031,no,no,no,no,no,no
GCA_013194995.1,Contig,JABLQQ000000000,SAMN14933448,BM278a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,0.015,2,0.25,0.25,0.25,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,1,0.03,no,no,no,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.25,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194945.1,Contig,JABLPS000000000,SAMN14933424,01ZN-ST222,Streptococcus suis,4,Lola_Vietnam,SYS-OTHER,2,Pig,2010,0.015,2,0.25,0.25,0.5,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194955.1,Contig,JABLQR000000000,SAMN14933449,BM303a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,0.015,2,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,8,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194935.1,Contig,JABLQS000000000,SAMN14933450,BM308a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,32,1024,256,128,1,yes,no,no,no,no,no,no,no,no,no,1,1,no,no,no,128,8,no,yes,yes,no,no,yes,no,no,no,no,no,16,no,yes,no,no,yes,no,no,no,8,no,no,no,no,1,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013194915.1,Contig,JABLQT000000000,SAMN14933451,BM315C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,0.015,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,2,0.5,no,no,no,32,4,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,2,no,0.015,0.015,0.125,0.031,no,no,no,no,no,no
GCA_013194895.1,Contig,JABLPF000000000,SAMN14933411,784_7A,Streptococcus suis,13,RCUK_UK,NON-CLINICAL,16,Pig,2013,0.06,4,0.5,16,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.06,0.25,0.06,no,no,no,no,no,no
GCA_013194865.1,Contig,JABLQU000000000,SAMN14933452,BM321C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,2,1024,128,0.5,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194855.1,Contig,JABLQV000000000,SAMN14933453,BM329B,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2003,1,1024,128,0.5,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.125,no,no,no,no,0.5,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194825.1,Contig,JABLQP000000000,SAMN14933447,BM272C,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,0.015,1,0.25,0.25,1,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,8,4,no,no,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194805.1,Contig,JABLQN000000000,SAMN14933445,BM257a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2001,32,1024,256,2,0.5,yes,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,0.5,0.03,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,yes,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194795.1,Contig,JABLQO000000000,SAMN14933446,BM264a,Streptococcus suis,4,Lola_Vietnam,SYS-BRAIN,2,Human,2002,0.015,4,0.25,0.5,1,no,no,no,no,no,no,no,no,no,no,1,0.5,no,no,no,64,8,no,yes,no,no,no,no,no,yes,no,no,no,16,no,yes,no,no,no,no,no,no,0.125,no,no,no,no,1,no,0.015,0.03,0.125,0.031,no,no,no,no,no,no
GCA_013194775.1,Contig,JABKRV000000000,SAMN14932415,1148794,Streptococcus suis,1,Canada,SYS-BRAIN,NA,Pig,2009,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013194755.1,Contig,JABKSH000000000,SAMN14932427,1230091,Streptococcus suis,20,Canada,SYS-BRAIN,NA,Pig,2010,32,128,256,128,64,yes,no,no,no,no,yes,no,no,no,yes,0.06,0.25,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,0.03,0.25,0.06,no,no,yes,no,no,no
GCA_013194735.1,Contig,JABKRX000000000,SAMN14932417,1158584,Streptococcus suis,9,Canada,SYS-OTHER,31,Pig,2009,16,128,256,128,32,yes,no,no,yes,no,yes,no,no,yes,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,64,no,no,no,yes,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,yes,no,no,no,no,no
GCA_013194705.1,Contig,JABKRY000000000,SAMN14932418,1160410,Streptococcus suis,11,Canada,SYS-OTHER,NA,Pig,2009,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,0.03,no,no,no,no,2,no,0.06,0.12,1,2,yes,no,yes,no,no,no
GCA_013194695.1,Contig,JABKRR000000000,SAMN14932411,1112943,Streptococcus suis,21,Canada,SYS-OTHER,NA,Pig,2008,0.03,8,1,128,64,no,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,128,8,no,no,yes,no,yes,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,no,no,no,1,no,0.03,0.06,0.5,0.25,yes,yes,yes,no,no,no
GCA_013194665.1,Contig,JABKRS000000000,SAMN14932412,1126699,Streptococcus suis,2,Canada,SYS-OTHER,17,Pig,2008,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.12,0.12,0.5,1,yes,no,yes,no,no,no
GCA_013194655.1,Contig,JABKSA000000000,SAMN14932420,1165977,Streptococcus suis,18,Canada,SYS-OTHER,NA,Pig,2009,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.03,0.25,0.06,no,no,yes,no,no,no
GCA_013194625.1,Contig,JABKRT000000000,SAMN14932413,1129711,Streptococcus suis,11,Canada,SYS-BRAIN,29,Pig,2008,0.03,8,1,2,4,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.12,0.06,no,no,no,no,no,no
GCA_013194615.1,Contig,JABKRU000000000,SAMN14932414,1145478,Streptococcus suis,16,Canada,RESP,NA,Pig,2009,0.03,8,0.5,128,64,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,yes,128,16,no,no,yes,no,no,yes,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,8,yes,no,no,no,1,no,2,2,16,8,yes,yes,no,yes,yes,yes
GCA_013194595.1,Contig,JABKSE000000000,SAMN14932424,1197165,Streptococcus suis,12,Canada,SYS-BRAIN,NA,Pig,2009,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,4,no,0.03,0.12,1,0.5,yes,no,yes,no,no,no
GCA_013194555.1,Contig,JABKRQ000000000,SAMN14932410,1093404,Streptococcus suis,21,Canada,SYS-BRAIN,27,Pig,2008,4,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,yes,no,no,no,no,no,8,no,no,no,no,no,no,no,no,16,yes,no,no,no,1,no,0.12,0.12,1,0.5,yes,yes,yes,no,no,no
GCA_013194535.1,Contig,JABKRP000000000,SAMN14932409,1080671,Streptococcus suis,18,Canada,SYS-OTHER,NA,Pig,2008,0.06,4,0.5,64,2,no,no,no,no,no,yes,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.5,0.12,no,no,yes,no,no,no
GCA_013194545.1,Contig,JABKRO000000000,SAMN14932408,00-3638-4B,Streptococcus suis,1,Canada,SYS-BRAIN,5,Pig,2000,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013194515.1,Contig,JABKRW000000000,SAMN14932416,1152130,Streptococcus suis,21,Canada,SYS-OTHER,21,Pig,2009,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,1,yes,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.25,0.25,yes,no,yes,no,no,no
GCA_013194495.1,Contig,JABKRZ000000000,SAMN14932419,1162351,Streptococcus suis,21,Canada,RESP,24,Pig,2009,32,128,256,128,0.25,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,yes,no,no,no,no,no,0.03,no,no,no,no,2,no,0.12,0.25,1,4,yes,yes,yes,no,no,yes
GCA_013194455.1,Contig,JABKSG000000000,SAMN14932426,1209618,Streptococcus suis,8,Canada,SYS-OTHER,NA,Pig,2010,32,128,256,128,64,yes,no,no,yes,no,no,yes,yes,yes,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,yes,no,no,no,no,no,512,no,yes,no,yes,yes,no,no,no,0.25,yes,no,no,no,2,no,0.06,0.03,0.25,1,yes,no,yes,no,no,no
